rank,post_id,url,current_title,proposed_title,primary_keyword,search_intent,cluster,primary_page,score,grade,confidence,action,reason
167,2026-08-14-food-auto-78155f,https://honsamnote.co.kr/blog/2026-08-14-food-auto-78155f/,"혼자 사는 직장인, 빠르고 간편하게 단백질 챙기고 싶을 때: 참치캔 vs. 닭가슴살 통조림/팩 vs. 즉석 두부, 당신의 건강과 편리함을 위한 현명한 선택",1인 가구 단백질 비교｜참치캔,1인 가구 단백질,비교형,solo-meal-recipe,no,8.4,A,HIGH,APPLIED,"A등급 재판정: score 8.4, 대표 키워드+의도 포함, 충돌 없음"
168,2026-07-30-cleaning-30,https://honsamnote.co.kr/blog/2026-07-30-cleaning-30/,"바쁜 1인 가구 원룸, 매일 쌓이는 먼지? 근본적으로 줄이는 현실적인 생활 습관",원룸먼지 방법｜먼지줄이는방법,원룸먼지,방법형,cleaning-general,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
169,2026-07-30-products-58,https://honsamnote.co.kr/blog/2026-07-30-products-58/,"퇴근 후 지친 1인 가구 직장인, 쌓여가는 먼지 속에서 해방! 청소대행 서비스, 현명하게 선택하는 법",1인 가구 청소 비용 정리｜청소대행 서비스,1인 가구 청소,비용형,cleaning-appliances,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
170,2026-08-01-products-auto-29af64,https://honsamnote.co.kr/blog/2026-08-01-products-auto-29af64/,"혼자 사는 직장인, 잦은 이사에 목돈 부담? 가구 구독/렌탈, 우리 집에 맞는지 따져보는 3가지 기준",1인 가구 가구 구독 기준｜이사 가구,1인 가구 가구 구독,판단형,products-general,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
171,2026-08-03-storage-auto-747118,https://honsamnote.co.kr/blog/2026-08-03-storage-auto-747118/,"1인 가구 직장인, 좁은 주방 '가끔 쓰는 소형 가전' 공간만 차지한다면? '이것'부터 확인하고 똑똑하게 수납하는 법",1인 가구 주방 정리 방법｜소형 가전 수납,1인 가구 주방 정리,방법형,kitchen-storage,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
172,2026-08-06-food-auto-3a64d3,https://honsamnote.co.kr/blog/2026-08-06-food-auto-3a64d3/,"혼자 사는 직장인, 국/찌개 한 번 끓이면 일주일 내내 먹어야 할 때? 질리지 않고 맛있게 즐기는 현명한 대용량 조리 & 소분법",1인 가구 국 알아보기｜국 냉동,1인 가구 국,질문형,freeze-portion,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
173,2026-08-06-food-auto-834b6e,https://honsamnote.co.kr/blog/2026-08-06-food-auto-834b6e/,"1인 가구 직장인, 냉동실 식재료 신선하게 오래 보관할 때: 진공포장기 vs. 지퍼백, 당신의 최적 선택 가이드",1인가구냉동 비교｜식재료신선보관,1인가구냉동,비교형,food-general,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
174,2026-08-07-food-auto-18079e,https://honsamnote.co.kr/blog/2026-08-07-food-auto-18079e/,"혼자 사는 직장인, 퇴근 후 저녁 메뉴 고민될 때: 요리 vs. 배달 vs. 간편식, 당신의 피로도와 지갑을 위한 최적의 선택 가이드",1인 가구 저녁 비교｜혼밥 메뉴 고민,1인 가구 저녁,비교형,solo-meal-recipe,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
175,2026-08-07-food-auto-78eff9,https://honsamnote.co.kr/blog/2026-08-07-food-auto-78eff9/,"혼밥 후 설거지 산더미에 지칠 때: 손 설거지 vs 미니 식기세척기, 당신의 시간과 노동력을 아껴줄 현명한 선택 가이드",1인 가구 식기세척기 비교｜미니 식기세척기,1인 가구 식기세척기,비교형,food-general,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
176,2026-08-07-lifestyle-auto-c39ec1,https://honsamnote.co.kr/blog/2026-08-07-lifestyle-auto-c39ec1/,"혼자 사는 직장인, 딱히 할 일 없는 자유 시간에 '무의미한 스크롤링'에 지쳤다면? 만족감 높은 나만의 '틈새 활력' 루틴 만들기",1인 가구 시간 낭비 알아보기｜퇴근 후 무의미한 스크롤링,1인 가구 시간 낭비,질문형,daily-rhythm,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
177,2026-08-07-products-auto-bd7178,https://honsamnote.co.kr/blog/2026-08-07-products-auto-bd7178/,"혼자 사는 직장인, 낯선 초인종 소리에 불안하다면? 1인 가구 스마트 도어벨, 현명하게 고르는 3가지 기준",스마트 도어벨 추천 기준｜택배 도난 방지,스마트 도어벨 추천,판단형,products-general,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
178,2026-08-08-lifestyle-auto-dd0e67,https://honsamnote.co.kr/blog/2026-08-08-lifestyle-auto-dd0e67/,"혼자 사는 직장인, 퇴근 후 운동 루틴 잡기가 힘들다면? 홈트 앱 vs. 오프라인 그룹 운동, 나에게 맞는 선택 기준",1인 가구 운동 비교｜혼자 운동,1인 가구 운동,비교형,daily-rhythm,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
179,2026-08-08-products-auto-57c503,https://honsamnote.co.kr/blog/2026-08-08-products-auto-57c503/,"혼자 사는 직장인, 퇴근 후 끈적한 바닥에 지쳤다면? 1인 가구 로봇 물걸레 청소기 vs 무선 전동 물걸레 청소기, 나에게 맞는 현명한 선택은?",1인 가구 청소 비교｜로봇 물걸레 청소기,1인 가구 청소,비교형,cleaning-appliances,no,8.3,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
180,2026-08-08-products-auto-a84bd7,https://honsamnote.co.kr/blog/2026-08-08-products-auto-a84bd7/,"혼자 사는 직장인, 퇴근 후 무거운 장바구니 대신? 1인 가구 온라인 장보기 서비스, 현명하게 고르고 알뜰하게 이용하는 법",혼자 장보기 방법｜온라인 식료품 배달,혼자 장보기,방법형,products-general,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
181,2026-08-08-storage-auto-55b81f,https://honsamnote.co.kr/blog/2026-08-08-storage-auto-55b81f/,"1인 가구 직장인, 좁은 주방 '부피 큰 팬·냄비' 때문에 서랍 열기 무섭다면? '프라이팬 정리대 vs 서랍 디바이더 vs 스태킹' 현명하게 고르는 법 비교",1인 가구 주방 수납 비교｜프라이팬 정리,1인 가구 주방 수납,비교형,kitchen-storage,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
182,2026-08-10-food-auto-0b9c15,https://honsamnote.co.kr/blog/2026-08-10-food-auto-0b9c15/,"혼자 사는 직장인, 매일 저녁 메뉴 고민 끝내고 싶을 때: 직접 요리 vs. 정기 구독 식사, 당신의 시간과 에너지를 위한 최적의 선택 가이드",혼자 사는 직장인 식사 비교｜저녁 메뉴 고민,혼자 사는 직장인 식사,비교형,solo-meal-recipe,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
183,2026-08-13-products-auto-2cf601,https://honsamnote.co.kr/blog/2026-08-13-products-auto-2cf601/,"혼자 사는 직장인, 매번 번거로운 제모에 시간/돈 낭비 그만! 가정용 제모기 vs 전문 샵 레이저, 나에게 딱 맞는 선택은?",1인 가구 제모 비교｜제모기 추천,1인 가구 제모,비교형,products-general,no,8.3,A,HIGH,APPLIED,"A등급 재판정: score 8.3, 대표 키워드+의도 포함, 충돌 없음"
184,2026-08-01-safety-auto-b177af,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-b177af/,"혼자 사는 당신, 갑자기 천장에서 물이 새거나 벽이 젖을 때 당황하지 않고 대처하는 방법",혼자 사는 집 누수 방법｜천장 물샘 대처,혼자 사는 집 누수,방법형,leak-accident,yes,8.2,A,HIGH,APPLIED,"A등급 재판정: score 8.2, 대표 키워드+의도 포함, 충돌 없음"
185,2026-08-06-lifestyle-auto-2e08db,https://honsamnote.co.kr/blog/2026-08-06-lifestyle-auto-2e08db/,"혼자 사는 직장인, 평일 연차나 공휴일에 생활 리듬이 무너진다면? 나만의 '갓생 휴일' 루틴으로 재정비하는 현실 가이드",생활 리듬 붕괴 알아보기｜평일 연차,생활 리듬 붕괴,질문형,daily-rhythm,no,8.2,A,HIGH,APPLIED,"A등급 재판정: score 8.2, 대표 키워드+의도 포함, 충돌 없음"
186,2026-08-08-food-auto-cfd186,https://honsamnote.co.kr/blog/2026-08-08-food-auto-cfd186/,"혼자 사는 직장인, 매일 쓰는 식용유: 만능 콩기름 vs. 건강 올리브유, 당신의 요리 스타일과 지갑을 위한 현명한 선택",식용유 고르는 법 비교｜올리브유 카놀라유 차이,식용유 고르는 법,비교형,ingredient-storage,no,8.2,A,HIGH,APPLIED,"A등급 재판정: score 8.2, 대표 키워드+의도 포함, 충돌 없음"
187,2026-08-09-lifestyle-auto-12d150,https://honsamnote.co.kr/blog/2026-08-09-lifestyle-auto-12d150/,"혼자 사는 직장인, 퇴근 후 아무도 간섭하지 않아 오히려 생활 리듬 잡기 어렵다면? 나만의 '일상 코어 루틴'으로 시간과 에너지를 최적화하는 법",1인 가구 생활 리듬 방법｜코어 루틴 만들기,1인 가구 생활 리듬,방법형,daily-rhythm,no,8.2,A,HIGH,APPLIED,"A등급 재판정: score 8.2, 대표 키워드+의도 포함, 충돌 없음"
188,2026-08-09-storage-auto-b05c4f,https://honsamnote.co.kr/blog/2026-08-09-storage-auto-b05c4f/,"1인 가구 직장인, 좁은 주방 '에어프라이어·블렌더' 때문에 조리대가 좁다면? '2단/3단 선반 vs 인출식 선반' 현명하게 고르는 법 비교",1인 가구 주방 수납 비교｜소형 가전 정리,1인 가구 주방 수납,비교형,kitchen-storage,no,8.2,A,HIGH,APPLIED,"A등급 재판정: score 8.2, 대표 키워드+의도 포함, 충돌 없음"
189,2026-08-11-cleaning-auto-1ad691,https://honsamnote.co.kr/blog/2026-08-11-cleaning-auto-1ad691/,"혼자 사는 당신, 샤워 후 왠지 모르게 피부가 간지럽다면? 샤워기 헤드 속 물때·세균, 딱 15분이면 새것처럼 깨끗하게!",샤워기 헤드 청소 알아보기｜샤워기 물때,샤워기 헤드 청소,질문형,bathroom-cleaning,no,8.2,A,HIGH,APPLIED,"A등급 재판정: score 8.2, 대표 키워드+의도 포함, 충돌 없음"
190,2026-08-11-food-auto-d47a0f,https://honsamnote.co.kr/blog/2026-08-11-food-auto-d47a0f/,"혼자 사는 직장인, 대용량으로 산 신선 과일·채소, 버릴까 말까? 신선도 낭비 없이 끝까지 알뜰하게 해치우는 현실적인 전략",1인 가구 식재료 알아보기｜대용량 과일,1인 가구 식재료,질문형,ingredient-storage,no,8.2,A,HIGH,APPLIED,"A등급 재판정: score 8.2, 대표 키워드+의도 포함, 충돌 없음"
191,2026-07-30-cost-2,https://honsamnote.co.kr/blog/2026-07-30-cost-2/,"혼자 사는 직장인, 예상치 못한 공과금 폭탄 피하는 전기·가스·수도 요금 절약 실전 가이드",전기세 줄이기 비용 정리｜가스비 절약,전기세 줄이기,비용형,gas-bill,yes,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
192,2026-08-04-housing-auto-24e082,https://honsamnote.co.kr/blog/2026-08-04-housing-auto-24e082/,"혼자 사는 직장인, 빈집 걱정 이제 그만! 우리 집 지키는 스마트 홈CCTV vs 보안 서비스, 뭘 골라야 현명할까?",1인 가구 보안 비교｜스마트 홈CCTV,1인 가구 보안,비교형,housing-general,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
193,2026-08-05-food-auto-1636b6,https://honsamnote.co.kr/blog/2026-08-05-food-auto-1636b6/,"혼자 사는 직장인, 직접 요리한 음식 식탁에 뒀거나 여러 번 데워 먹을 때: 배탈 없이 안전하게 먹을 현실적인 기준",1인 가구 음식 보관 기준｜직접 요리한 음식,1인 가구 음식 보관,판단형,food-general,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
194,2026-08-06-cleaning-auto-96ff36,https://honsamnote.co.kr/blog/2026-08-06-cleaning-auto-96ff36/,"혼자 사는 당신, 새벽에 마주한 바퀴벌레? 1시간 만에 뿌리 뽑고 다시는 안 보는 현실 솔루션",혼자 사는 사람 바퀴벌레 알아보기｜원룸 바퀴벌레,혼자 사는 사람 바퀴벌레,질문형,cleaning-general,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
195,2026-08-06-food-auto-993221,https://honsamnote.co.kr/blog/2026-08-06-food-auto-993221/,"혼자 사는 직장인, 요리의 깊은 맛, 육수·양념: 직접 만들까 vs. 시판 농축액·분말형 제품 쓸까? 당신의 시간과 입맛을 위한 현명한 선택",1인 가구 육수 비교｜혼자 요리 양념,1인 가구 육수,비교형,food-general,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
196,2026-08-06-safety-auto-21374d,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-21374d/,"혼자 사는 당신, 늦은 밤 위층/옆집 소음 때문에 잠 못 들 때: 감정 소모 없이 안전하게 대처하는 현실적인 방법",층간소음 대처 방법｜이웃소음 해결,층간소음 대처,방법형,safety-general,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
197,2026-08-07-cleaning-auto-5100a8,https://honsamnote.co.kr/blog/2026-08-07-cleaning-auto-5100a8/,"혼자 사는 당신, '드라이클리닝 전용' 라벨 옷, 세탁소 없이 집에서 안전하게 세탁하는 현실 가이드",혼자 사는 세탁 비용 정리｜드라이클리닝 대체,혼자 사는 세탁,비용형,laundry-clothing,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
198,2026-08-07-housing-auto-e33294,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-e33294/,"혼자 사는 직장인, 입주 며칠 만에 새 집에서 누수 발견! 당황 말고 수리비 책임 따지고 해결하는 법",입주 하자 방법｜전월세 계약,입주 하자,방법형,lease-contract,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
199,2026-08-07-safety-auto-eecdaa,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-eecdaa/,"혼자 사는 당신, 집에서 응급상황 발생 시 119가 문을 열고 들어올 수 있게 대비할 때: 스마트 도어락 원격 개방 vs. 비상 키박스 공유, 나에게 맞는 선택은?",119_출동 비교｜혼자_살때_응급상황,119_출동,비교형,lock-security,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
200,2026-08-08-safety-auto-be207d,https://honsamnote.co.kr/blog/2026-08-08-safety-auto-be207d/,"혼자 사는 당신, 집에서 원인 모를 이상한 냄새가 날 때: 위험 신호인지, 단순한 문제인지 판단하고 안전하게 대처하는 법",집 냄새 기준｜원인 모를 냄새,집 냄새,판단형,fire-prevention,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
201,2026-08-11-cleaning-auto-983cbd,https://honsamnote.co.kr/blog/2026-08-11-cleaning-auto-983cbd/,"혼자 사는 당신, 샤워기 헤드 물줄기가 약하고 냄새난다고요? 딱 20분, 묵은 물때 싹 잡고 시원하게 되돌리는 현실 솔루션",샤워기 물줄기 약함 알아보기｜샤워기 냄새,샤워기 물줄기 약함,질문형,bathroom-cleaning,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
202,2026-08-12-food-auto-8fffcc,https://honsamnote.co.kr/blog/2026-08-12-food-auto-8fffcc/,"혼자 사는 직장인, 요리한 음식 나눠 담을 때: 플라스틱 vs. 유리 vs. 실리콘, 당신의 냉장고와 건강을 위한 현명한 선택",1인 가구 음식 보관 비교｜음식 용기,1인 가구 음식 보관,비교형,food-general,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
203,2026-08-13-cleaning-auto-7ef0d4,https://honsamnote.co.kr/blog/2026-08-13-cleaning-auto-7ef0d4/,"혼자 사는 당신, 퇴근 후 끈적이는 바닥 스트레스? 물걸레 vs 물걸레 청소포, 후회 없는 선택 기준",바닥청소 추천 비교｜물걸레 청소법,바닥청소 추천,비교형,cleaning-general,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
204,2026-08-13-food-auto-4b3fa7,https://honsamnote.co.kr/blog/2026-08-13-food-auto-4b3fa7/,"혼자 사는 직장인, 매일 건강한 과일 챙겨 먹고 싶을 때: 신선 베리 vs. 냉동 베리, 당신의 지갑과 편리함을 위한 현명한 선택",1인 가구 과일 비교｜신선 베리,1인 가구 과일,비교형,ingredient-storage,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
205,2026-08-14-cleaning-auto-b4a47e,https://honsamnote.co.kr/blog/2026-08-14-cleaning-auto-b4a47e/,"혼자 사는 당신, 청소해도 쌓이는 먼지와 답답한 공기? 딱 30분, 쾌적하고 깔끔한 집 만드는 현실적인 먼지 제거 및 환기 루틴",1인 가구 청소 알아보기｜먼지 제거,1인 가구 청소,질문형,cleaning-general,no,8.1,A,HIGH,APPLIED,"A등급 재판정: score 8.1, 대표 키워드+의도 포함, 충돌 없음"
